reading uai file ../../../data//deer_rescaled_0034.K20.F100.model.uai
done reading uai file
normalizing #tables=1830
prob.avg_domain_size=21
prob.N=1
param.rho=1
param.eta=1
@0: T=60, n=781830, nf=0, m=0, me=74400
iter=0, #inner=1, relaxed-p-obj=nan, decoded_t=8115.652, best_decoded=8115.652, eta=1, p_inf=2.1e+02, d_inf=2e+03, gap=nan, nnz=144081(0.22), time=0.51
iter=25740, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00029, gap=nan, nnz=34563(0.068), time=4.4e+03
iter=25745, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00029, gap=nan, nnz=34572(0.068), time=4.4e+03
iter=25750, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00031, gap=nan, nnz=34583(0.068), time=4.4e+03
iter=25755, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00026, gap=nan, nnz=34594(0.068), time=4.4e+03
iter=25760, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34582(0.068), time=4.4e+03
iter=25765, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00023, gap=nan, nnz=34601(0.068), time=4.4e+03
iter=25770, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00024, gap=nan, nnz=34604(0.068), time=4.5e+03
iter=25775, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00025, gap=nan, nnz=34624(0.068), time=4.5e+03
iter=25780, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00033, gap=nan, nnz=34634(0.068), time=4.5e+03
iter=25785, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0003, gap=nan, nnz=34612(0.068), time=4.5e+03
iter=25790, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34616(0.068), time=4.5e+03
iter=25795, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00022, gap=nan, nnz=34625(0.068), time=4.5e+03
iter=25800, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00016, gap=nan, nnz=34646(0.068), time=4.5e+03
iter=25805, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00025, gap=nan, nnz=34644(0.068), time=4.5e+03
iter=25810, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00024, gap=nan, nnz=34631(0.068), time=4.5e+03
iter=25815, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34624(0.068), time=4.5e+03
iter=25820, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34614(0.068), time=4.5e+03
iter=25825, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00018, gap=nan, nnz=34602(0.068), time=4.5e+03
iter=25830, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00021, gap=nan, nnz=34631(0.068), time=4.5e+03
iter=25835, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34634(0.068), time=4.5e+03
iter=25840, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34642(0.068), time=4.5e+03
iter=25845, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34644(0.068), time=4.5e+03
iter=25850, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34639(0.068), time=4.5e+03
iter=25855, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00019, gap=nan, nnz=34643(0.068), time=4.5e+03
iter=25860, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00021, gap=nan, nnz=34633(0.068), time=4.5e+03
iter=25865, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00016, gap=nan, nnz=34632(0.068), time=4.5e+03
iter=25870, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00014, gap=nan, nnz=34641(0.068), time=4.5e+03
iter=25875, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00018, gap=nan, nnz=34651(0.068), time=4.5e+03
iter=25880, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00018, gap=nan, nnz=34652(0.068), time=4.5e+03
iter=25885, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34672(0.068), time=4.5e+03
iter=25890, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.4e-05, gap=nan, nnz=34691(0.068), time=4.5e+03
iter=25895, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.1e-05, gap=nan, nnz=34689(0.068), time=4.5e+03
iter=25900, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0002, gap=nan, nnz=34681(0.068), time=4.5e+03
iter=25905, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00015, gap=nan, nnz=34670(0.068), time=4.5e+03
iter=25910, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34676(0.068), time=4.5e+03
iter=25915, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00025, gap=nan, nnz=34676(0.068), time=4.5e+03
iter=25920, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00026, gap=nan, nnz=34679(0.068), time=4.5e+03
iter=25925, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00028, gap=nan, nnz=34674(0.068), time=4.5e+03
iter=25930, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00015, gap=nan, nnz=34666(0.068), time=4.5e+03
iter=25935, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=7.6e-05, gap=nan, nnz=34663(0.068), time=4.5e+03
iter=25940, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=8.9e-05, gap=nan, nnz=34687(0.068), time=4.5e+03
iter=25945, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=9.9e-05, gap=nan, nnz=34683(0.068), time=4.5e+03
iter=25950, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34681(0.068), time=4.5e+03
iter=25955, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00013, gap=nan, nnz=34691(0.068), time=4.5e+03
iter=25960, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00017, gap=nan, nnz=34689(0.068), time=4.5e+03
iter=25965, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00013, gap=nan, nnz=34680(0.068), time=4.5e+03
iter=25970, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00024, gap=nan, nnz=34693(0.068), time=4.5e+03
iter=25975, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0002, gap=nan, nnz=34700(0.068), time=4.5e+03
iter=25980, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00017, gap=nan, nnz=34708(0.068), time=4.5e+03
iter=25985, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0001, gap=nan, nnz=34714(0.068), time=4.5e+03
iter=25990, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34720(0.068), time=4.5e+03
iter=25995, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.8e-05, gap=nan, nnz=34714(0.068), time=4.5e+03
iter=26000, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34719(0.068), time=4.5e+03
iter=26005, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34719(0.068), time=4.5e+03
iter=26010, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34715(0.068), time=4.5e+03
iter=26015, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00016, gap=nan, nnz=34713(0.068), time=4.5e+03
iter=26020, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00014, gap=nan, nnz=34692(0.068), time=4.5e+03
iter=26025, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00018, gap=nan, nnz=34704(0.068), time=4.5e+03
iter=26030, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34715(0.068), time=4.5e+03
iter=26035, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.6e-05, gap=nan, nnz=34721(0.068), time=4.5e+03
iter=26040, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=8.1e-05, gap=nan, nnz=34717(0.068), time=4.5e+03
iter=26045, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34721(0.068), time=4.5e+03
iter=26050, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=8.3e-05, gap=nan, nnz=34721(0.068), time=4.5e+03
iter=26055, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=8.5e-05, gap=nan, nnz=34711(0.068), time=4.5e+03
iter=26060, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.9e-05, gap=nan, nnz=34721(0.068), time=4.5e+03
iter=26065, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.7e-05, gap=nan, nnz=34725(0.068), time=4.5e+03
iter=26070, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0002, gap=nan, nnz=34724(0.068), time=4.5e+03
iter=26075, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34728(0.068), time=4.5e+03
iter=26080, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00017, gap=nan, nnz=34729(0.068), time=4.5e+03
iter=26085, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00018, gap=nan, nnz=34741(0.068), time=4.5e+03
iter=26090, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.4e-05, gap=nan, nnz=34740(0.068), time=4.5e+03
iter=26095, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34746(0.068), time=4.5e+03
iter=26100, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=8.7e-05, gap=nan, nnz=34752(0.068), time=4.5e+03
iter=26105, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00013, gap=nan, nnz=34748(0.068), time=4.5e+03
iter=26110, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34751(0.068), time=4.5e+03
iter=26115, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.2e-05, gap=nan, nnz=34759(0.068), time=4.5e+03
iter=26120, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00017, gap=nan, nnz=34768(0.068), time=4.5e+03
iter=26125, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.5e-05, gap=nan, nnz=34760(0.068), time=4.5e+03
iter=26130, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=5.4e-05, gap=nan, nnz=34761(0.068), time=4.5e+03
iter=26135, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00013, gap=nan, nnz=34761(0.068), time=4.5e+03
iter=26140, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=8.2e-05, gap=nan, nnz=34771(0.068), time=4.5e+03
iter=26145, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=6.8e-05, gap=nan, nnz=34770(0.068), time=4.5e+03
iter=26150, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=6.5e-05, gap=nan, nnz=34778(0.068), time=4.5e+03
iter=26155, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9e-05, gap=nan, nnz=34779(0.068), time=4.5e+03
iter=26160, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34773(0.068), time=4.5e+03
iter=26165, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9e-05, gap=nan, nnz=34782(0.068), time=4.5e+03
iter=26170, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00013, gap=nan, nnz=34776(0.068), time=4.5e+03
iter=26175, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00016, gap=nan, nnz=34776(0.068), time=4.5e+03
iter=26180, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.1e-05, gap=nan, nnz=34776(0.068), time=4.5e+03
iter=26185, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34786(0.068), time=4.5e+03
iter=26190, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7e-05, gap=nan, nnz=34788(0.068), time=4.5e+03
iter=26195, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.3e-05, gap=nan, nnz=34801(0.068), time=4.5e+03
iter=26200, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34798(0.068), time=4.5e+03
iter=26205, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00012, gap=nan, nnz=34792(0.068), time=4.5e+03
iter=26210, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00029, gap=nan, nnz=34778(0.068), time=4.5e+03
iter=26215, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0001, gap=nan, nnz=34776(0.068), time=4.5e+03
iter=26220, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.4e-05, gap=nan, nnz=34779(0.068), time=4.5e+03
iter=26225, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34778(0.068), time=4.5e+03
iter=26230, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0001, gap=nan, nnz=34786(0.068), time=4.5e+03
iter=26235, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=4.9e-05, gap=nan, nnz=34787(0.068), time=4.5e+03
iter=26240, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=3.9e-05, gap=nan, nnz=34799(0.068), time=4.5e+03
iter=26245, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=3.8e-05, gap=nan, nnz=34802(0.068), time=4.5e+03
iter=26250, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.3e-05, gap=nan, nnz=34802(0.068), time=4.5e+03
iter=26255, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=6.4e-05, gap=nan, nnz=34798(0.068), time=4.5e+03
iter=26260, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00029, gap=nan, nnz=34766(0.068), time=4.5e+03
iter=26265, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00022, gap=nan, nnz=34754(0.068), time=4.5e+03
iter=26270, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00021, gap=nan, nnz=34746(0.068), time=4.5e+03
iter=26275, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00015, gap=nan, nnz=34748(0.068), time=4.5e+03
iter=26280, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=9.8e-05, gap=nan, nnz=34751(0.068), time=4.5e+03
iter=26285, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34765(0.068), time=4.5e+03
iter=26290, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00011, gap=nan, nnz=34771(0.068), time=4.5e+03
iter=26295, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=7.9e-05, gap=nan, nnz=34751(0.068), time=4.5e+03
iter=26300, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34763(0.068), time=4.5e+03
iter=26305, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.0001, gap=nan, nnz=34754(0.068), time=4.5e+03
iter=26310, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0015, d_inf=0.00019, gap=nan, nnz=34760(0.068), time=4.5e+03
iter=26315, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34767(0.068), time=4.5e+03
iter=26320, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34775(0.068), time=4.5e+03
iter=26325, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00012, gap=nan, nnz=34781(0.068), time=4.5e+03
iter=26330, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00015, gap=nan, nnz=34763(0.068), time=4.5e+03
iter=26335, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00011, gap=nan, nnz=34755(0.068), time=4.5e+03
iter=26340, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00039, gap=nan, nnz=34690(0.068), time=4.5e+03
iter=26345, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00048, gap=nan, nnz=34652(0.068), time=4.5e+03
iter=26350, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00056, gap=nan, nnz=34591(0.068), time=4.5e+03
iter=26355, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00065, gap=nan, nnz=34592(0.068), time=4.5e+03
iter=26360, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00034, gap=nan, nnz=34556(0.068), time=4.5e+03
iter=26365, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00031, gap=nan, nnz=34560(0.068), time=4.5e+03
iter=26370, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34573(0.068), time=4.5e+03
iter=26375, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.0002, gap=nan, nnz=34566(0.068), time=4.6e+03
iter=26380, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00038, gap=nan, nnz=34583(0.068), time=4.6e+03
iter=26385, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00024, gap=nan, nnz=34586(0.068), time=4.6e+03
iter=26390, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00022, gap=nan, nnz=34588(0.068), time=4.6e+03
iter=26395, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00046, gap=nan, nnz=34489(0.068), time=4.6e+03
iter=26400, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00039, gap=nan, nnz=34492(0.068), time=4.6e+03
iter=26405, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00036, gap=nan, nnz=34538(0.068), time=4.6e+03
iter=26410, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00036, gap=nan, nnz=34580(0.068), time=4.6e+03
iter=26415, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00025, gap=nan, nnz=34589(0.068), time=4.6e+03
iter=26420, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00025, gap=nan, nnz=34618(0.068), time=4.6e+03
iter=26425, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00019, gap=nan, nnz=34617(0.068), time=4.6e+03
iter=26430, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00019, gap=nan, nnz=34628(0.068), time=4.6e+03
iter=26435, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.0016, d_inf=0.00014, gap=nan, nnz=34658(0.068), time=4.6e+03
